Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	sumber	tahun	URL	Match-begin corpus position	Match-end corpus position
244	C1A12029	kau yang sedang dalam perjalanan pulang dari kampus hampir saja	dipukul oleh mereka	? Lengan kananku memar akibat menangkis pemukul mereka . Sedangkan	kau_NN yang_SC sedang_MD dalam_IN perjalanan_NN pulang_VB dari_IN kampus_NN hampir_RB saja_RB	dipukul_VB oleh_IN mereka_PRP	?_Z Lengan_NN kananku_NN memar_JJ akibat_NN menangkis_VB pemukul_NN mereka_PRP ._Z Sedangkan_CC	C_cerpen	2012	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=243	4287557	4287559
245	H1A16001	Benny Moerdani menjelaskan , kesepakatan para jenderal mencalonkan Try Sutrisno	diputuskan oleh mereka	lima tahun sebelumnya , yakni pada 1988. Kami memutuskannya lima	Benny_NNP Moerdani_NN menjelaskan_VB ,_Z kesepakatan_NN para_DT jenderal_NN mencalonkan_VB Try_NN Sutrisno_NNP	diputuskan_VB oleh_IN mereka_PRP	lima_CD tahun_NN sebelumnya_SC ,_Z yakni_SC pada_IN 1988._WH Kami_PRP memutuskannya_VB lima_CD	H_biografi	2016	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=244	17993819	17993821
246	H1A16004	hingga masalah tata negara yang terkait dengan kebijakan yang perlu	diputuskan olehnya	. Perubahan yang sangat terasa adalah dalam hubungan atasan-bawahan .	hingga_IN masalah_NN tata_NN negara_NN yang_SC terkait_VB dengan_IN kebijakan_NN yang_SC perlu_MD	diputuskan_VB olehnya_NN	._Z Perubahan_NN yang_SC sangat_RB terasa_VB adalah_VB dalam_IN hubungan_NN atasan-bawahan_NN ._Z	H_biografi	2016	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=245	18189841	18189842
247	A1ZZ19030	diakui musim ini . Gelar pelatih terbaik 2018/2019 pun berhasil	diraih olehnya	. Sikap disiplin dalam latihan dan permainan membuat pemain lokal	diakui_VB musim_NN ini_PR ._Z Gelar_NN pelatih_NN terbaik_JJ 2018/2019_CD pun_RP berhasil_VB	diraih_VB olehnya_NN	._Z Sikap_NN disiplin_NN dalam_IN latihan_NN dan_CC permainan_NN membuat_VB pemain_NN lokal_JJ	A_koran	2019	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=246	1204160	1204161
248	C1A18155	bibirnya membentuk lengkungan senyum . Disebut surat kabar prestasi yang	diraih olehnya	. Terbilang satu-dua kata saja . Namun , senyum lebar	bibirnya_NN membentuk_VB lengkungan_NN senyum_NN ._Z Disebut_VB surat_NN kabar_NN prestasi_NN yang_SC	diraih_VB olehnya_NN	._Z Terbilang_VB satu-dua_NN kata_VB saja_RB ._Z Namun_CC ,_Z senyum_NN lebar_JJ	C_cerpen	2018	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=247	5985539	5985540
249	C1A11052	Setiap tempat pasti mempunyai sesuatu yang berharga dan hanya dapat	dirasakan oleh dia	yang terikat dengan tempat tersebut . “Ah , kenapa mesti	Setiap_CD tempat_NN pasti_RB mempunyai_VB sesuatu_PRP yang_SC berharga_JJ dan_CC hanya_RB dapat_MD	dirasakan_VB oleh_IN dia_PRP	yang_SC terikat_VB dengan_IN tempat_NN tersebut_PR ._Z “Ah_NN ,_Z kenapa_WH mesti_MD	C_cerpen	2011	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=248	4063568	4063570
250	I1H15001	, melainkan juga dari segi yang tidak kelihatan , tetapi	dirasakan oleh mereka	. Dengan demikian , setiap pendidik/pembimbing remaja , khususnya orangtua	,_Z melainkan_CC juga_RB dari_IN segi_NN yang_SC tidak_NEG kelihatan_VB ,_Z tetapi_CC	dirasakan_VB oleh_IN mereka_PRP	._Z Dengan_SC demikian_PR ,_Z setiap_CD pendidik/pembimbing_NN remaja_NN ,_Z khususnya_NN orangtua_NN	I_populer	2015	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=249	20905936	20905938
251	D1A16002	kedua lengannya . Terjadi dentuman yang hanya bisa didengar dan	dirasakan oleh mereka	berdua . Ledakan implosif . Detik itu juga , kesadaran	kedua_OD lengannya_NN ._Z Terjadi_VB dentuman_NN yang_SC hanya_RB bisa_MD didengar_VB dan_CC	dirasakan_VB oleh_IN mereka_PRP	berdua_CD ._Z Ledakan_NN implosif_NN ._Z Detik_NN itu_PR juga_RB ,_Z kesadaran_NN	D_novel	2016	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=250	8026904	8026906
252	I1H18002	dengan budaya asal kita . Memang hal inilah yang kebanyakan	dirasakan oleh mereka	yang kembali dari luar negeri untuk hidup di negara asalnya	dengan_IN budaya_NN asal_NN kita_PRP ._Z Memang_RB hal_NN inilah_NN yang_SC kebanyakan_CD	dirasakan_VB oleh_IN mereka_PRP	yang_SC kembali_VB dari_IN luar_NN negeri_NN untuk_SC hidup_VB di_IN negara_NN asalnya_JJ	I_populer	2018	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=251	21309068	21309070
253	B3Z14016	harus dihabiskan di perjalanan setiap harinya . Dampak tentu akan	dirasakan oleh mereka	yang sehari-hari menjalani situasi itu . Dampak secara langsung terutama	harus_MD dihabiskan_VB di_IN perjalanan_NN setiap_CD harinya_NN ._Z Dampak_NN tentu_RB akan_MD	dirasakan_VB oleh_IN mereka_PRP	yang_SC sehari-hari_NN menjalani_VB situasi_NN itu_PR ._Z Dampak_NN secara_IN langsung_RB terutama_JJ	B_majalah	2014	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=252	2516437	2516439
254	H1A13005	sehat , air yang terkena polusi berat ? Banyak pengalaman	dirasakan oleh mereka	yang terbuang dari arus besar partai . Hanya karena tidak	sehat_JJ ,_Z air_NN yang_SC terkena_VB polusi_NN berat_JJ ?_Z Banyak_CD pengalaman_NN	dirasakan_VB oleh_IN mereka_PRP	yang_SC terbuang_VB dari_IN arus_NN besar_JJ partai_NN ._Z Hanya_RB karena_SC tidak_NEG	H_biografi	2013	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=253	17459232	17459234
255	D1A15001	. Seolah dia lupa tentang kesedihan yang sejak pagi tadi	dirasakan olehnya	. Cairo Sadiwidjojo " GRID , nyetirnya yang bener ,	._Z Seolah_NN dia_PRP lupa_VB tentang_IN kesedihan_NN yang_SC sejak_IN pagi_NN tadi_PR	dirasakan_VB olehnya_NN	._Z Cairo_NN Sadiwidjojo_NN "_Z GRID_NN ,_Z nyetirnya_NN yang_SC bener_JJ ,_Z	D_novel	2015	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=254	7656192	7656193
256	C1A15135	oleh putri semata wayangnya tersebut . Ketakutan yang pernah juga	dirasakan olehnya	pada masa kecilnya . Ketika dia bermimpi hal yang sama	oleh_IN putri_NN semata_RB wayangnya_NN tersebut_PR ._Z Ketakutan_NN yang_SC pernah_MD juga_RB	dirasakan_VB olehnya_NN	pada_IN masa_NN kecilnya_NN ._Z Ketika_SC dia_PRP bermimpi_VB hal_NN yang_SC sama_JJ	C_cerpen	2015	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=255	5212093	5212094
257	C1A11079	urusan . Sejahteralah malam itu hingga terbit fajar” . Lalu	dirasakan olehnya	seakan-akan dihujani cahaya dengan gemerlap bintang-bintang , terasa hangat dan	urusan_NN ._Z Sejahteralah_NN malam_NN itu_PR hingga_SC terbit_VB fajar”_NN ._Z Lalu_CC	dirasakan_VB olehnya_NN	seakan-akan_RB dihujani_VB cahaya_NN dengan_SC gemerlap_JJ bintang-bintang_NN ,_Z terasa_VB hangat_JJ dan_CC	C_cerpen	2011	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=256	4114481	4114482
258	F1A11015	sehingga program- program yang menyasar pada kelompok keluarga miskin mampu	direspon oleh mereka	. Beberapa kegiatan yang telah dan perlu dikembangkan adalah :	sehingga_SC program-_NN program_NN yang_SC menyasar_VB pada_IN kelompok_NN keluarga_NN miskin_JJ mampu_JJ	direspon_VB oleh_IN mereka_PRP	._Z Beberapa_CD kegiatan_NN yang_SC telah_MD dan_CC perlu_MD dikembangkan_VB adalah_VB :_Z	F_jurnal	2011	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=257	11661917	11661919
259	H1A15001	perubahan politik yang terjadi terkait erat dengan ketiga ideologi yang	dirintis oleh mereka	. Mungkin masih ada murid Tjokroaminoto lainnya yang bergerak dan	perubahan_NN politik_NN yang_SC terjadi_VB terkait_VB erat_JJ dengan_IN ketiga_CD ideologi_NN yang_SC	dirintis_VB oleh_IN mereka_PRP	._Z Mungkin_MD masih_MD ada_VB murid_NN Tjokroaminoto_NN lainnya_JJ yang_SC bergerak_VB dan_CC	H_biografi	2015	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=258	17744977	17744979
260	G1A12001	sebuah proyek 2. menganggap objek aksi adalah realitas yang harus	dirubah oleh mereka	bersama-sama 3. Berusaha membuat kaum tertindas sadai ' akan fakta	sebuah_NND proyek_NN 2._PR menganggap_VB objek_NN aksi_NN adalah_VB realitas_NN yang_SC harus_MD	dirubah_VB oleh_IN mereka_PRP	bersama-sama_VB 3._VB Berusaha_VB membuat_VB kaum_NN tertindas_VB sadai_VB '_Z akan_MD fakta_NN	G_disertasi_tesis_skripsi	2012	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=259	14355871	14355873
261	I1E13001	dirinya ( masyarakat tersebut ) melalui pemikiran dan tindakan yang	dirumuskan oleh mereka	. Pendekatan non-dircktifini seringjuga dianggap sebagai pendekatan yang bersifat partisipatif	dirinya_NN (_Z masyarakat_NN tersebut_PR )_Z melalui_IN pemikiran_NN dan_CC tindakan_NN yang_SC	dirumuskan_VB oleh_IN mereka_PRP	._Z Pendekatan_NN non-dircktifini_NN seringjuga_NN dianggap_VB sebagai_IN pendekatan_NN yang_SC bersifat_VB partisipatif_NN	I_populer	2013	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=260	19798426	19798428
262	B3Z16006	di sekitar kita ? The Unhappy Perfectionist Yang kadang-kadang tidak	disadari oleh mereka	yang tergolong " perfectionist " adalah tingginya standar yang diberikan	di_IN sekitar_IN kita_PRP ?_Z The_NNP Unhappy_NN Perfectionist_NN Yang_SC kadang-kadang_RB tidak_NEG	disadari_VB oleh_IN mereka_PRP	yang_SC tergolong_VB "_Z perfectionist_NN "_Z adalah_VB tingginya_NN standar_NN yang_SC diberikan_VB	B_majalah	2016	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=261	2953464	2953466
263	E1D19003	memegang hidung dan menggerak-gerakkan kakinya . Kebiasaan Ucok tersebut tidak	disadari olehnya	, tapi setiap teman yang kenal dengannya mengetahui kebiasaan tersebut	memegang_VB hidung_NN dan_CC menggerak-gerakkan_VB kakinya_NN ._Z Kebiasaan_NN Ucok_VB tersebut_PR tidak_NEG	disadari_VB olehnya_NN	,_Z tapi_CC setiap_CD teman_NN yang_SC kenal_VB dengannya_VB mengetahui_VB kebiasaan_NN tersebut_PR	E_buku_teks	2019	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=262	11170023	11170024
264	A1ZZ20092	sandalnya , ia mem perhatikan sepasang sandal bakiak yang baru	disadari olehnya	. Bakiak itu bertengger di sana , tepat di sebelah	sandalnya_VB ,_Z ia_PRP mem_VB perhatikan_VB sepasang_NN sandal_NN bakiak_NN yang_SC baru_MD	disadari_VB olehnya_NN	._Z Bakiak_NN itu_PR bertengger_VB di_IN sana_PR ,_Z tepat_JJ di_IN sebelah_NN	A_koran	2020	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=263	1418185	1418186
265	C1A20140	meraih sandalnya , ia memperhatikan sepasang sandal bakiak yang baru	disadari olehnya	. Bakiak itu bertengger di sana , tepat di sebelah	meraih_VB sandalnya_VB ,_Z ia_PRP memperhatikan_VB sepasang_NN sandal_NN bakiak_NN yang_SC baru_MD	disadari_VB olehnya_NN	._Z Bakiak_NN itu_PR bertengger_VB di_IN sana_PR ,_Z tepat_JJ di_IN sebelah_NN	C_cerpen	2020	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=264	6475292	6475293
266	I1F12002	memiliki situs di Internet , Anda dapat membaca berita yang	disajikan oleh mereka	tanpa harus membeli koran cetak atau berlangganan berita . www	memiliki_VB situs_NN di_IN Internet_NN ,_Z Anda_PRP dapat_MD membaca_VB berita_NN yang_SC	disajikan_VB oleh_IN mereka_PRP	tanpa_SC harus_MD membeli_VB koran_NN cetak_NN atau_CC berlangganan_VB berita_NN ._Z www_NN	I_populer	2012	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=265	20329894	20329896
267	E1D13004	memberi jaminan bahwa kekuasaan yang diperlukan untuk pemerintahan itu tidak	disalahgunakan oleh mereka	yang mendapat tugas untuk memerintah . Miriam Budiarjo menambahkan ,	memberi_VB jaminan_NN bahwa_SC kekuasaan_NN yang_SC diperlukan_VB untuk_IN pemerintahan_NN itu_PR tidak_NEG	disalahgunakan_VB oleh_IN mereka_PRP	yang_SC mendapat_VB tugas_NN untuk_SC memerintah_VB ._Z Miriam_NN Budiarjo_NN menambahkan_VB ,_Z	E_buku_teks	2013	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=266	9752719	9752721
268	D1A13002	, dan tidak ada satu pun anak buahku yang bisa	disalahkan oleh mereka	. ” ”Aku harus segera keluar , Rud ! ”	,_Z dan_CC tidak_NEG ada_VB satu_CD pun_RP anak_NN buahku_NN yang_SC bisa_MD	disalahkan_VB oleh_IN mereka_PRP	._Z ”_NN ”Aku_NN harus_MD segera_RB keluar_VB ,_Z Rud_NN !_Z ”_NN	D_novel	2013	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=267	7254421	7254423
269	E1D16001	mengingat kembali gagasan cemerlang dan pemikiran besar bung Karno yang	disampaikan oleh beliau	pada tanggal 1 Juni 1945. Ingat , pada saat itu	mengingat_VB kembali_VB gagasan_NN cemerlang_NN dan_CC pemikiran_NN besar_JJ bung_NN Karno_NN yang_SC	disampaikan_VB oleh_IN beliau_PRP	pada_IN tanggal_NN 1_CD Juni_NNP 1945._CC Ingat_VB ,_Z pada_IN saat_NN itu_PR	E_buku_teks	2016	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=268	10446452	10446454
270	I1E13003	ilmiah darinya sangat meyakinkan . Dan sampai pada kesimpulan yang	disampaikan olehnya	, " Manusia modern tidak lagi memerlukan Tuhan , seperti	ilmiah_JJ darinya_NN sangat_RB meyakinkan_VB ._Z Dan_CC sampai_SC pada_IN kesimpulan_NN yang_SC	disampaikan_VB olehnya_NN	,_Z "_Z Manusia_NN modern_JJ tidak_NEG lagi_RB memerlukan_VB Tuhan_NNP ,_Z seperti_IN	I_populer	2013	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=269	19911714	19911715
271	D1A15001	. Penasaran dengan apa yang dibawa dan apa yang akan	disampaikan olehnya	. Ini pasti sesuatu yang janggal—jika Isabela sudah memasang wajah	._Z Penasaran_JJ dengan_IN apa_WH yang_SC dibawa_VB dan_CC apa_WH yang_SC akan_MD	disampaikan_VB olehnya_NN	._Z Ini_PR pasti_RB sesuatu_PRP yang_SC janggal—jika_NN Isabela_NN sudah_MD memasang_VB wajah_NN	D_novel	2015	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=270	7685861	7685862
272	I1E13003	hanyalah burung beo . Ia hanya ikut-ikutan . Apa yang	disampaikan olehnya	sebenarnya pernah disampaikan oleh Nietzsche . Siapakah ia ? Ia	hanyalah_NN burung_NN beo_NN ._Z Ia_PRP hanya_RB ikut-ikutan_VB ._Z Apa_WH yang_SC	disampaikan_VB olehnya_NN	sebenarnya_RB pernah_MD disampaikan_VB oleh_IN Nietzsche_NN ._Z Siapakah_VB ia_PRP ?_Z Ia_PRP	I_populer	2013	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=271	19912093	19912094
273	I1H11002	biaya yang harus dibayar oleh tertanggung dikarenakan perbuatan halal yang	disengaja olehnya	. 2. Kebocoran , susut dalam berat atau volume penyusutan	biaya_NN yang_SC harus_MD dibayar_VB oleh_IN tertanggung_VB dikarenakan_VB perbuatan_NN halal_JJ yang_SC	disengaja_VB olehnya_NN	._Z 2._DT Kebocoran_NN ,_Z susut_VB dalam_IN berat_NN atau_CC volume_NN penyusutan_NN	I_populer	2011	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=272	20704672	20704673
274	G1C14002	baik adalah perilaku yang menyenangkan dan membantu orang lain serta	disetujui oleh mereka	. Anak mengambil sikap : saya adalah Òanak manisÓ (	baik_JJ adalah_VB perilaku_NN yang_SC menyenangkan_VB dan_CC membantu_VB orang_NN lain_JJ serta_CC	disetujui_VB oleh_IN mereka_PRP	._Z Anak_NN mengambil_VB sikap_NN :_Z saya_PRP adalah_VB Òanak_NN manisÓ_NN (_Z	G_disertasi_tesis_skripsi	2014	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=273	14945856	14945858
275	A1ZZ12012	klaim kepemilikan selat . Sehingga , ancaman Iran ha rus	disetujui oleh mereka	. Itu berarti Iran masih harus menjalani langkah lain bila	klaim_NN kepemilikan_NN selat_NN ._Z Sehingga_SC ,_Z ancaman_NN Iran_NNP ha_NND rus_NN	disetujui_VB oleh_IN mereka_PRP	._Z Itu_PR berarti_VB Iran_NNP masih_MD harus_MD menjalani_VB langkah_NN lain_JJ bila_SC	A_koran	2012	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=274	135221	135223
276	ekotmm02003020082	kira . Tempat tinggalnya malah terkesan sederhana , bahkan masih	disewa olehnya	. Mark pernah mengatakan bahwa " Anda harus menjaga pikiran	kira_VB ._Z Tempat_NN tinggalnya_JJ malah_RB terkesan_VB sederhana_JJ ,_Z bahkan_RB masih_MD	disewa_VB olehnya_NN	._Z Mark_NNP pernah_MD mengatakan_VB bahwa_SC "_Z Anda_PRP harus_MD menjaga_VB pikiran_NN	A_koran	2016	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=275	27546253	27546254
277	I1H18001	sendiri setelah diajarkan kepada para anggota organisasi yang lain dan	dishare oleh mereka	akhirnya menjadi keyakinan organisasi . Saat itulah keyakinan para pendiri	sendiri_NN setelah_SC diajarkan_VB kepada_IN para_DT anggota_NN organisasi_NN yang_SC lain_JJ dan_CC	dishare_NN oleh_IN mereka_PRP	akhirnya_RB menjadi_VB keyakinan_NN organisasi_NN ._Z Saat_NN itulah_PR keyakinan_NN para_DT pendiri_NN	I_populer	2018	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=276	21185626	21185628
278	D1A13002	naik kapal cepat ke Makau , juga hotel , sudah	disiapkan oleh mereka	. Tidak perlu kausiapkan . ” ”Baik , kau bosnya	naik_VB kapal_NN cepat_JJ ke_IN Makau_NN ,_Z juga_RB hotel_NN ,_Z sudah_MD	disiapkan_VB oleh_IN mereka_PRP	._Z Tidak_NEG perlu_MD kausiapkan_VB ._Z ”_NN ”Baik_NN ,_Z kau_NN bosnya_NN	D_novel	2013	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=277	7208227	7208229
279	E1D20003	dalam jaringan tubuh kita , karena vitamin B12 tidak dapat	disintesa olehnya	, tetapi dapat disintesa oleh mikroflora usus . Sebagian besar	dalam_NN jaringan_NN tubuh_NN kita_PRP ,_Z karena_SC vitamin_NN B12_NN tidak_NEG dapat_MD	disintesa_VB olehnya_NN	,_Z tetapi_CC dapat_MD disintesa_VB oleh_IN mikroflora_NN usus_NN ._Z Sebagian_CD besar_JJ	E_buku_teks	2020	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=278	11487116	11487117
280	D1A16001	Om ? ” tanya Ali antusias . ”Kapsul ini bisa-bisa	disita oleh mereka	, dijadikan senjata rahasia . Itu maksud Om . ”	Om_RP ?_Z ”_NN tanya_NN Ali_NNP antusias_JJ ._Z ”Kapsul_NN ini_PR bisa-bisa_NN	disita_VB oleh_IN mereka_PRP	,_Z dijadikan_VB senjata_NN rahasia_NN ._Z Itu_PR maksud_NN Om_RP ._Z ”_NN	D_novel	2016	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=279	7859707	7859709
281	D1A16002	. Ia mendengar suara Simon dalam benaknya , yang seperti	disuarakan oleh dirinya	sendiri . Inilah awal dari segalanya . Terbebas tanpa tubuh	._Z Ia_PRP mendengar_VB suara_NN Simon_NNP dalam_IN benaknya_NN ,_Z yang_SC seperti_IN	disuarakan_NN oleh_IN dirinya_NN	sendiri_PRP ._Z Inilah_NN awal_NN dari_IN segalanya_RB ._Z Terbebas_VB tanpa_IN tubuh_NN	D_novel	2016	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=280	8004717	8004719
282	H1A19001	ada kebutuhan untuk itu . Proteksi adalah sesuatu yang tidak	disukai oleh mereka	yang menganut sistem ekonomi liberal dan pasar bebas . Akan	ada_VB kebutuhan_NN untuk_SC itu_PR ._Z Proteksi_NN adalah_VB sesuatu_PRP yang_SC tidak_NEG	disukai_VB oleh_IN mereka_PRP	yang_SC menganut_VB sistem_NN ekonomi_NN liberal_JJ dan_CC pasar_NN bebas_JJ ._Z Akan_MD	H_biografi	2019	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=281	18678103	18678105
283	D1A15001	Eat That ! Kasihan ! Menyalahkan orang lain karena tak	disukai olehnya	. Pathetic , ” teriaknya lantang . Aku tercengang dibuatnya	Eat_NN That_NN !_Z Kasihan_NN !_Z Menyalahkan_VB orang_NN lain_JJ karena_SC tak_NEG	disukai_VB olehnya_NN	._Z Pathetic_NN ,_Z ”_NN teriaknya_NN lantang_JJ ._Z Aku_VB tercengang_VB dibuatnya_VB	D_novel	2015	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=282	7653818	7653819
284	H1A20003	selalu “berpikir besar berperilaku sederhana " . Pesan ini begitu	ditanamkan oleh beliau	sejak awal kami belajar . Bagi kami , pesan tersebut	selalu_RB “berpikir_NN besar_JJ berperilaku_VB sederhana_JJ "_Z ._Z Pesan_NN ini_PR begitu_RB	ditanamkan_VB oleh_IN beliau_PRP	sejak_IN awal_NN kami_PRP belajar_VB ._Z Bagi_IN kami_PRP ,_Z pesan_NN tersebut_PR	H_biografi	2020	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=283	19078323	19078325
285	I1H12003	hubungan yang baik . Siapkan daftar dan format yang siap	ditandatangani oleh mereka	, jika mereka setuju untuk di-listing . 9. Jika rumah	hubungan_NN yang_SC baik_JJ ._Z Siapkan_VB daftar_NN dan_CC format_NN yang_SC siap_VB	ditandatangani_VB oleh_IN mereka_PRP	,_Z jika_SC mereka_PRP setuju_VB untuk_SC di-listing_VB ._Z 9._UH Jika_SC rumah_NN	I_populer	2012	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=284	20843822	20843824
286	D1A13001	masalah dan aku tidak pulang ke Indonesia , malu akan	ditanggung oleh dia	seorang . ”Mas , serius ? ” Dia mengangguk tegas	masalah_NN dan_CC aku_VB tidak_NEG pulang_VB ke_IN Indonesia_NNP ,_Z malu_JJ akan_MD	ditanggung_VB oleh_IN dia_PRP	seorang_NND ._Z ”Mas_NN ,_Z serius_JJ ?_Z ”_NN Dia_PRP mengangguk_VB tegas_JJ	D_novel	2013	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=285	7174150	7174152
287	B3B14002	gembiranya , saya ditawari berkunjung ke negaranya dengan biaya akomodasi	ditanggung oleh mereka	, " cerita Nurdin . Pengalaman mengesankan kedua yang tak	gembiranya_JJ ,_Z saya_PRP ditawari_VB berkunjung_VB ke_IN negaranya_NN dengan_IN biaya_NN akomodasi_NN	ditanggung_VB oleh_IN mereka_PRP	,_Z "_Z cerita_NN Nurdin_NN ._Z Pengalaman_NN mengesankan_VB kedua_OD yang_SC tak_NEG	B_majalah	2014	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=286	2437143	2437145
288	H1A15007	kehilangan , kepedihan , kemiskinan , ketakberdayaan dan diskriminasi yang	ditanggung oleh mereka	yang selamat dan anak-cucu korban . Puluhan ribu orang dipenjara	kehilangan_NN ,_Z kepedihan_NN ,_Z kemiskinan_NN ,_Z ketakberdayaan_NN dan_CC diskriminasi_NN yang_SC	ditanggung_VB oleh_IN mereka_PRP	yang_SC selamat_JJ dan_CC anak-cucu_NN korban_NN ._Z Puluhan_CD ribu_CD orang_NN dipenjara_VB	H_biografi	2015	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=287	17945221	17945223
289	D1A20003	Tegalurung . Gulabia tidak berharap ia akan dirangkul atau bahkan	ditangisi oleh mereka	, namun setelah melihat air mata mereka jatuh berderaian ,	Tegalurung_NN ._Z Gulabia_NN tidak_NEG berharap_VB ia_PRP akan_MD dirangkul_VB atau_CC bahkan_RB	ditangisi_VB oleh_IN mereka_PRP	,_Z namun_CC setelah_SC melihat_VB air_NN mata_NN mereka_PRP jatuh_VB berderaian_VB ,_Z	D_novel	2020	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=288	9091232	9091234
290	H1A20001	. " Dia tidak dipercaya oleh API di Jakarta dan	ditangkap oleh mereka	, tetapi kemudian dibebaskan , " tulis Cribb . Angkatan	._Z "_Z Dia_PRP tidak_NEG dipercaya_VB oleh_IN API_NNP di_IN Jakarta_NNP dan_CC	ditangkap_VB oleh_IN mereka_PRP	,_Z tetapi_CC kemudian_CC dibebaskan_VB ,_Z "_Z tulis_VB Cribb_NN ._Z Angkatan_NNP	H_biografi	2020	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=289	18901077	18901079
291	D1A13001	di depannya . Satu-satu mata kami yang tidak bergairah itu	ditatap olehnya	. ”Tahukah kalian , kalau menulis itu sesungguhnya membuat kalian	di_IN depannya_NN ._Z Satu-satu_RB mata_NN kami_PRP yang_SC tidak_NEG bergairah_VB itu_PR	ditatap_VB olehnya_NN	._Z ”Tahukah_VB kalian_PRP ,_Z kalau_SC menulis_VB itu_PR sesungguhnya_RB membuat_VB kalian_PRP	D_novel	2013	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=290	7121940	7121941
292	G1A18003	Arjuna lalu menyembah / kepada Maharaja Drupada . Maka segera	ditegur olehnya	seraya katanya , ÒHai Anak Dipati ! Silakanlah / duduk	Arjuna_NN lalu_CC menyembah_VB /_Z kepada_IN Maharaja_NN Drupada_NN ._Z Maka_SC segera_RB	ditegur_VB olehnya_NN	seraya_IN katanya_NN ,_Z ÒHai_NN Anak_NN Dipati_NN !_Z Silakanlah_VB /_NNP duduk_VB	G_disertasi_tesis_skripsi	2018	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=291	16054156	16054157
